Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,env_broad_scale,env_local_scale,env_medium,ph,HOST,cur_land_use,cur_vegetation,Depth,elev,isolation_source,samp_mat_process,source_material_id
SRR12732183,AMPLICON,501,29042865,PRJNA665712,SAMN16268860,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",15734322,SAURASHTRA UNIVERSITY,2017-08-06,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX9205445,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B42,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B42,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.65,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732184,AMPLICON,501,46252968,PRJNA665712,SAMN16268859,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",25050250,SAURASHTRA UNIVERSITY,2017-08-06,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9205444,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B41,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B41,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.7,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732185,AMPLICON,501,31654362,PRJNA665712,SAMN16268858,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",18025384,SAURASHTRA UNIVERSITY,2017-07-24,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9205443,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B35,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B35,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.72,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732186,AMPLICON,501,45581466,PRJNA665712,SAMN16268857,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",24951997,SAURASHTRA UNIVERSITY,2017-07-24,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX9205442,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B34,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B34,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.49,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732187,AMPLICON,501,23876649,PRJNA665712,SAMN16268856,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",12989864,SAURASHTRA UNIVERSITY,2017-07-24,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9205441,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B33,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B33,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.5,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732188,AMPLICON,500,22056025,PRJNA665712,SAMN16268855,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",12104721,SAURASHTRA UNIVERSITY,2017-07-24,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9205440,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B32,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B32,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.74,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732189,AMPLICON,501,13193281,PRJNA665712,SAMN16268854,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",7180606,SAURASHTRA UNIVERSITY,2017-07-24,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9205439,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B31,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B31,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.91,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732190,AMPLICON,501,36052108,PRJNA665712,SAMN16268845,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",19443998,SAURASHTRA UNIVERSITY,2017-05-21,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9205438,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B12,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B12,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.22,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR12732191,AMPLICON,501,45146445,PRJNA665712,SAMN16268844,"MIMARKS.survey,MIGS/MIMS/MIMARKS.soil",24656321,SAURASHTRA UNIVERSITY,2017-05-21,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9205437,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B11,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2021-09-28T00:00:00Z,2020-09-28T16:04:00Z,1,B11,SRP285612,terrestrial biome,agricultural field,agricultural soil,8.35,,row crops,Groundnut/peanut,15 cm,not applicable,,,
SRR16117886,WGS,410,1153762608,PRJNA665712,SAMN21855227,Metagenome or environmental,805081814,SAURASHTRA UNIVERSITY,2017-05-07,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX12403397,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,PS,PAIRED,RANDOM,METAGENOMIC,soil metagenome,ILLUMINA,2021-10-02T00:00:00Z,2021-09-29T13:07:00Z,1,PreSowing,SRP285612,,,,,,,,,,agricultural soil,,
SRR16117887,WGS,390,1383809437,PRJNA665712,SAMN21855226,Metagenome or environmental,972025450,SAURASHTRA UNIVERSITY,2017,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX12403396,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,B,PAIRED,RANDOM,METAGENOMIC,soil metagenome,ILLUMINA,2021-10-02T00:00:00Z,2021-09-29T13:07:00Z,1,Bulk,SRP285612,,,,,,,,,,agricultural soil,,
SRR16117888,WGS,404,1379724426,PRJNA665712,SAMN21855225,Metagenome or environmental,963156848,SAURASHTRA UNIVERSITY,2017-10-08,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX12403395,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,R8,PAIRED,RANDOM,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2021-10-02T00:00:00Z,2021-09-29T13:08:00Z,1,Rhizosphere8,SRP285612,,,,,Arachis hypogaea,,,,,,,
SRR16117889,WGS,388,1163805157,PRJNA665712,SAMN21855224,Metagenome or environmental,819869182,SAURASHTRA UNIVERSITY,2017-09-20,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX12403394,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,R7,PAIRED,RANDOM,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2021-10-02T00:00:00Z,2021-09-29T13:07:00Z,1,Rhizosphere7,SRP285612,,,,,Arachis hypogaea,,,,,,,
SRR16117890,WGS,402,1255613275,PRJNA665712,SAMN21855223,Metagenome or environmental,884778269,SAURASHTRA UNIVERSITY,2017-09-03,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX12403393,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,R6,PAIRED,RANDOM,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2021-10-02T00:00:00Z,2021-09-29T13:07:00Z,1,Rhizosphere6,SRP285612,,,,,Arachis hypogaea,,,,,,,
SRR16117891,WGS,396,1329303780,PRJNA665712,SAMN21855222,Metagenome or environmental,926875866,SAURASHTRA UNIVERSITY,2017-08-20,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX12403392,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,R5,PAIRED,RANDOM,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2021-10-02T00:00:00Z,2021-09-29T13:08:00Z,1,Rhizosphere5,SRP285612,,,,,Arachis hypogaea,,,,,,,
SRR16117892,WGS,402,1385887519,PRJNA665712,SAMN21855221,Metagenome or environmental,967108946,SAURASHTRA UNIVERSITY,2017-08-06,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX12403391,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,R4,PAIRED,RANDOM,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2021-10-02T00:00:00Z,2021-09-29T13:09:00Z,1,Rhizosphere4,SRP285612,,,,,Arachis hypogaea,,,,,,,
SRR16117893,WGS,401,1282035550,PRJNA665712,SAMN21855220,Metagenome or environmental,898620012,SAURASHTRA UNIVERSITY,2017-07-24,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX12403390,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,R3,PAIRED,RANDOM,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2021-10-02T00:00:00Z,2021-09-29T13:07:00Z,1,Rhizosphere3,SRP285612,,,,,Arachis hypogaea,,,,,,,
SRR16117894,WGS,440,1055815948,PRJNA665712,SAMN21855228,Metagenome or environmental,739757136,SAURASHTRA UNIVERSITY,2017-10-18,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX12403389,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,PH,PAIRED,RANDOM,METAGENOMIC,soil metagenome,ILLUMINA,2021-10-02T00:00:00Z,2021-09-29T13:08:00Z,1,PostHarvest,SRP285612,,,,,,,,,,agricultural soil,,
SRR16117895,WGS,401,1361180456,PRJNA665712,SAMN21855219,Metagenome or environmental,953035351,SAURASHTRA UNIVERSITY,2017-07-02,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX12403388,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,R2,PAIRED,RANDOM,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2021-10-02T00:00:00Z,2021-09-29T13:08:00Z,1,Rhizosphere2,SRP285612,,,,,Arachis hypogaea,,,,,,,
SRR16117896,WGS,380,1417750472,PRJNA665712,SAMN19587488,Metagenome or environmental,985000100,SAURASHTRA UNIVERSITY,2017-05-21,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX12403387,India,Asia,"India: farm near Ranakandorana\, Gujarat",Illumina MiSeq,21.618669 N 69.865737 E,R1,PAIRED,RANDOM,METAGENOMIC,rhizosphere metagenome,ILLUMINA,2021-10-02T00:00:00Z,2021-09-29T13:08:00Z,1,Rhizosphere1,SRP285612,,,,,Arachis hypogaea,,,,,,,
